customer,timestamp,item,next_item,sequence_position
S2078,1,132,123,1
S2078,2,123,155,2
S2078,3,155,66,3
S2078,4,66,67,4
S2078,5,67,143,5
S2078,6,143,93,6
S2078,7,93,138,7
S2078,8,138,118,8
S2078,9,118,174,9
S2078,10,174,16,10
S2078,11,16,125,11
S2078,12,125,SINK,12
S2079,1,125,17,1
S2079,2,17,136,2
S2079,3,136,155,3
S2079,4,155,101,4
S2079,5,101,65,5
S2079,6,65,140,6
S2079,7,140,124,7
S2079,8,124,178,8
S2079,9,178,30,9
S2079,10,30,SINK,10
S208,1,31,77,1
S208,2,77,136,2
S208,3,136,167,3
S208,4,167,86,4
S208,5,86,168,5
S208,6,168,91,6
S208,7,91,25,7
S208,8,25,127,8
S208,9,127,93,9
S208,10,93,129,10
S208,11,129,SINK,11
S2080,1,11,152,1
S2080,2,152,46,2
S2080,3,46,178,3
S2080,4,178,159,4
S2080,5,159,55,5
S2080,6,55,130,6
S2080,7,130,65,7
S2080,8,65,166,8
S2080,9,166,60,9
S2080,10,60,149,10
S2080,11,149,179,11
S2080,12,179,SINK,12
S2081,1,37,26,1
S2081,2,26,22,2
S2081,3,22,105,3
S2081,4,105,28,4
S2081,5,28,23,5
S2081,6,23,115,6
S2081,7,115,99,7
S2081,8,99,113,8
S2081,9,113,132,9
S2081,10,132,132,10
S2081,11,132,101,11
S2081,12,101,97,12
S2081,13,97,65,13
S2081,14,65,55,14
S2081,15,55,SINK,15
S2082,1,169,111,1
S2082,2,111,112,2
S2082,3,112,166,3
S2082,4,166,60,4
S2082,5,60,82,5
S2082,6,82,127,6
S2082,7,127,155,7
S2082,8,155,19,8
S2082,9,19,116,9
S2082,10,116,57,10
S2082,11,57,166,11
S2082,12,166,67,12
S2082,13,67,113,13
S2082,14,113,94,14
S2082,15,94,200,15
S2082,16,200,100,16
S2082,17,100,28,17
S2082,18,28,SINK,18
S2083,1,21,158,1
S2083,2,158,126,2
S2083,3,126,83,3
S2083,4,83,197,4
S2083,5,197,47,5
S2083,6,47,53,6
S2083,7,53,87,7
S2083,8,87,70,8
S2083,9,70,188,9
S2083,10,188,171,10
S2083,11,171,25,11
S2083,12,25,101,12
S2083,13,101,19,13
S2083,14,19,33,14
S2083,15,33,SINK,15
S2084,1,191,16,1
S2084,2,16,77,2
S2084,3,77,120,3
S2084,4,120,57,4
S2084,5,57,92,5
S2084,6,92,19,6
S2084,7,19,2,7
S2084,8,2,188,8
S2084,9,188,68,9
S2084,10,68,156,10
S2084,11,156,59,11
S2084,12,59,10,12
S2084,13,10,116,13
S2084,14,116,100,14
S2084,15,100,SINK,15
S2085,1,84,10,1
S2085,2,10,158,2
S2085,3,158,142,3
S2085,4,142,23,4
S2085,5,23,46,5
S2085,6,46,51,6
S2085,7,51,150,7
S2085,8,150,69,8
S2085,9,69,198,9
S2085,10,198,116,10
S2085,11,116,131,11
S2085,12,131,185,12
S2085,13,185,180,13
S2085,14,180,SINK,14
S2086,1,108,83,1
S2086,2,83,11,2
S2086,3,11,110,3
S2086,4,110,17,4
S2086,5,17,153,5
S2086,6,153,188,6
S2086,7,188,14,7
S2086,8,14,96,8
S2086,9,96,SINK,9
S2087,1,106,28,1
S2087,2,28,168,2
S2087,3,168,128,3
S2087,4,128,10,4
S2087,5,10,101,5
S2087,6,101,80,6
S2087,7,80,14,7
S2087,8,14,51,8
S2087,9,51,99,9
S2087,10,99,190,10
S2087,11,190,192,11
S2087,12,192,138,12
S2087,13,138,91,13
S2087,14,91,SINK,14
S2088,1,63,14,1
S2088,2,14,124,2
S2088,3,124,189,3
S2088,4,189,194,4
S2088,5,194,95,5
S2088,6,95,165,6
S2088,7,165,4,7
S2088,8,4,8,8
S2088,9,8,29,9
S2088,10,29,28,10
S2088,11,28,44,11
S2088,12,44,188,12
S2088,13,188,100,13
S2088,14,100,24,14
S2088,15,24,58,15
S2088,16,58,SINK,16
S2089,1,85,3,1
S2089,2,3,179,2
S2089,3,179,109,3
S2089,4,109,19,4
S2089,5,19,74,5
S2089,6,74,34,6
S2089,7,34,74,7
S2089,8,74,77,8
S2089,9,77,124,9
S2089,10,124,185,10
S2089,11,185,170,11
S2089,12,170,197,12
S2089,13,197,122,13
S2089,14,122,6,14
S2089,15,6,185,15
S2089,16,185,67,16
S2089,17,67,SINK,17
S209,1,41,173,1
S209,2,173,89,2
S209,3,89,181,3
S209,4,181,140,4
S209,5,140,62,5
S209,6,62,183,6
S209,7,183,114,7
S209,8,114,12,8
S209,9,12,104,9
S209,10,104,69,10
S209,11,69,10,11
S209,12,10,111,12
S209,13,111,78,13
S209,14,78,SINK,14
S2090,1,124,2,1
S2090,2,2,65,2
S2090,3,65,113,3
S2090,4,113,36,4
S2090,5,36,102,5
S2090,6,102,67,6
S2090,7,67,123,7
S2090,8,123,124,8
S2090,9,124,SINK,9
S2091,1,29,11,1
S2091,2,11,81,2
S2091,3,81,145,3
S2091,4,145,197,4
S2091,5,197,47,5
S2091,6,47,177,6
S2091,7,177,157,7
S2091,8,157,146,8
S2091,9,146,54,9
S2091,10,54,SINK,10
S2092,1,153,67,1
S2092,2,67,40,2
S2092,3,40,73,3
S2092,4,73,45,4
S2092,5,45,138,5
S2092,6,138,127,6
S2092,7,127,52,7
S2092,8,52,179,8
S2092,9,179,147,9
S2092,10,147,85,10
S2092,11,85,150,11
S2092,12,150,64,12
S2092,13,64,100,13
S2092,14,100,176,14
S2092,15,176,135,15
S2092,16,135,93,16
S2092,17,93,168,17
S2092,18,168,51,18
S2092,19,51,28,19
S2092,20,28,SINK,20
S2093,1,100,16,1
S2093,2,16,18,2
S2093,3,18,134,3
S2093,4,134,99,4
S2093,5,99,112,5
S2093,6,112,60,6
S2093,7,60,161,7
S2093,8,161,3,8
S2093,9,3,71,9
S2093,10,71,188,10
S2093,11,188,153,11
S2093,12,153,77,12
S2093,13,77,3,13
S2093,14,3,196,14
S2093,15,196,56,15
S2093,16,56,63,16
S2093,17,63,71,17
S2093,18,71,SINK,18
S2094,1,50,101,1
S2094,2,101,107,2
S2094,3,107,66,3
S2094,4,66,100,4
S2094,5,100,27,5
S2094,6,27,18,6
S2094,7,18,51,7
S2094,8,51,171,8
S2094,9,171,73,9
S2094,10,73,78,10
S2094,11,78,10,11
S2094,12,10,11,12
S2094,13,11,SINK,13
S2095,1,127,76,1
S2095,2,76,15,2
S2095,3,15,25,3
S2095,4,25,47,4
S2095,5,47,61,5
S2095,6,61,96,6
S2095,7,96,52,7
S2095,8,52,18,8
S2095,9,18,185,9
S2095,10,185,152,10
S2095,11,152,2,11
S2095,12,2,178,12
S2095,13,178,152,13
S2095,14,152,28,14
S2095,15,28,37,15
S2095,16,37,24,16
S2095,17,24,183,17
S2095,18,183,40,18
S2095,19,40,SINK,19
S2096,1,192,2,1
S2096,2,2,5,2
S2096,3,5,159,3
S2096,4,159,67,4
S2096,5,67,42,5
S2096,6,42,79,6
S2096,7,79,185,7
S2096,8,185,182,8
S2096,9,182,182,9
S2096,10,182,146,10
S2096,11,146,160,11
S2096,12,160,SINK,12
S2097,1,164,116,1
S2097,2,116,94,2
S2097,3,94,144,3
S2097,4,144,29,4
S2097,5,29,44,5
S2097,6,44,52,6
S2097,7,52,127,7
S2097,8,127,154,8
S2097,9,154,156,9
S2097,10,156,68,10
S2097,11,68,SINK,11
S2098,1,106,50,1
S2098,2,50,46,2
S2098,3,46,23,3
S2098,4,23,92,4
S2098,5,92,130,5
S2098,6,130,177,6
S2098,7,177,140,7
S2098,8,140,142,8
S2098,9,142,180,9
S2098,10,180,119,10
S2098,11,119,175,11
S2098,12,175,75,12
S2098,13,75,165,13
S2098,14,165,126,14
S2098,15,126,69,15
S2098,16,69,43,16
S2098,17,43,180,17
S2098,18,180,14,18
S2098,19,14,170,19
S2098,20,170,SINK,20
S2099,1,58,58,1
S2099,2,58,18,2
S2099,3,18,7,3
S2099,4,7,179,4
S2099,5,179,172,5
S2099,6,172,133,6
S2099,7,133,72,7
S2099,8,72,187,8
S2099,9,187,163,9
S2099,10,163,199,10
S2099,11,199,185,11
S2099,12,185,19,12
S2099,13,19,69,13
S2099,14,69,17,14
S2099,15,17,103,15
S2099,16,103,109,16
S2099,17,109,153,17
S2099,18,153,SINK,18
S210,1,112,101,1
S210,2,101,169,2
S210,3,169,192,3
S210,4,192,153,4
S210,5,153,156,5
S210,6,156,79,6
S210,7,79,20,7
S210,8,20,145,8
S210,9,145,139,9
S210,10,139,SINK,10
S2100,1,155,134,1
S2100,2,134,113,2
S2100,3,113,183,3
S2100,4,183,178,4
S2100,5,178,105,5
S2100,6,105,75,6
S2100,7,75,44,7
S2100,8,44,41,8
S2100,9,41,70,9
S2100,10,70,51,10
S2100,11,51,31,11
S2100,12,31,99,12
S2100,13,99,11,13
S2100,14,11,73,14
S2100,15,73,63,15
S2100,16,63,137,16
S2100,17,137,200,17
S2100,18,200,174,18
S2100,19,174,145,19
S2100,20,145,SINK,20
S2101,1,110,109,1
S2101,2,109,166,2
S2101,3,166,2,3
S2101,4,2,101,4
S2101,5,101,39,5
S2101,6,39,160,6
S2101,7,160,135,7
S2101,8,135,59,8
S2101,9,59,68,9
S2101,10,68,47,10
S2101,11,47,59,11
S2101,12,59,181,12
S2101,13,181,182,13
S2101,14,182,131,14
S2101,15,131,163,15
S2101,16,163,84,16
S2101,17,84,SINK,17
S2102,1,15,41,1
S2102,2,41,90,2
S2102,3,90,156,3
S2102,4,156,10,4
S2102,5,10,28,5
S2102,6,28,5,6
S2102,7,5,163,7
S2102,8,163,193,8
S2102,9,193,SINK,9
S2103,1,180,111,1
S2103,2,111,69,2
S2103,3,69,160,3
S2103,4,160,19,4
S2103,5,19,133,5
S2103,6,133,118,6
S2103,7,118,44,7
S2103,8,44,44,8
S2103,9,44,51,9
S2103,10,51,13,10
S2103,11,13,20,11
S2103,12,20,158,12
S2103,13,158,107,13
S2103,14,107,104,14
S2103,15,104,SINK,15
S2104,1,101,9,1
S2104,2,9,121,2
S2104,3,121,181,3
S2104,4,181,114,4
S2104,5,114,119,5
S2104,6,119,136,6
S2104,7,136,110,7
S2104,8,110,8,8
S2104,9,8,58,9
S2104,10,58,80,10
S2104,11,80,46,11
S2104,12,46,78,12
S2104,13,78,139,13
S2104,14,139,19,14
S2104,15,19,23,15
S2104,16,23,86,16
S2104,17,86,30,17
S2104,18,30,SINK,18
S2105,1,25,127,1
S2105,2,127,31,2
S2105,3,31,33,3
S2105,4,33,90,4
S2105,5,90,1,5
S2105,6,1,175,6
S2105,7,175,91,7
S2105,8,91,120,8
S2105,9,120,105,9
S2105,10,105,154,10
S2105,11,154,52,11
S2105,12,52,53,12
S2105,13,53,SINK,13
S2106,1,141,66,1
S2106,2,66,24,2
S2106,3,24,24,3
S2106,4,24,9,4
S2106,5,9,15,5
S2106,6,15,3,6
S2106,7,3,36,7
S2106,8,36,64,8
S2106,9,64,60,9
S2106,10,60,199,10
S2106,11,199,SINK,11
S2107,1,85,187,1
S2107,2,187,31,2
S2107,3,31,48,3
S2107,4,48,45,4
S2107,5,45,135,5
S2107,6,135,107,6
S2107,7,107,27,7
S2107,8,27,60,8
S2107,9,60,184,9
S2107,10,184,SINK,10
S2108,1,95,24,1
S2108,2,24,73,2
S2108,3,73,43,3
S2108,4,43,43,4
S2108,5,43,53,5
S2108,6,53,144,6
S2108,7,144,148,7
S2108,8,148,165,8
S2108,9,165,164,9
S2108,10,164,150,10
S2108,11,150,114,11
S2108,12,114,102,12
S2108,13,102,29,13
S2108,14,29,78,14
S2108,15,78,SINK,15
S2109,1,38,193,1
S2109,2,193,180,2
S2109,3,180,3,3
S2109,4,3,72,4
S2109,5,72,39,5
S2109,6,39,150,6
S2109,7,150,115,7
S2109,8,115,81,8
S2109,9,81,78,9
S2109,10,78,SINK,10
S211,1,41,52,1
S211,2,52,113,2
S211,3,113,72,3
S211,4,72,55,4
S211,5,55,38,5
S211,6,38,176,6
S211,7,176,51,7
S211,8,51,134,8
S211,9,134,119,9
S211,10,119,13,10
S211,11,13,117,11
S211,12,117,194,12
S211,13,194,186,13
S211,14,186,SINK,14
S2110,1,173,198,1
S2110,2,198,189,2
S2110,3,189,107,3
S2110,4,107,131,4
S2110,5,131,130,5
S2110,6,130,174,6
S2110,7,174,104,7
S2110,8,104,27,8
S2110,9,27,178,9
S2110,10,178,SINK,10
S2111,1,89,4,1
S2111,2,4,44,2
S2111,3,44,92,3
S2111,4,92,63,4
S2111,5,63,145,5
S2111,6,145,171,6
S2111,7,171,122,7
S2111,8,122,144,8
S2111,9,144,92,9
S2111,10,92,48,10
S2111,11,48,132,11
S2111,12,132,75,12
S2111,13,75,178,13
S2111,14,178,SINK,14
S2112,1,108,36,1
S2112,2,36,194,2
S2112,3,194,59,3
S2112,4,59,3,4
S2112,5,3,51,5
S2112,6,51,100,6
S2112,7,100,167,7
S2112,8,167,108,8
S2112,9,108,123,9
S2112,10,123,65,10
S2112,11,65,26,11
S2112,12,26,142,12
S2112,13,142,117,13
S2112,14,117,115,14
S2112,15,115,151,15
S2112,16,151,SINK,16
S2113,1,153,95,1
S2113,2,95,105,2
S2113,3,105,122,3
S2113,4,122,8,4
S2113,5,8,98,5
S2113,6,98,55,6
S2113,7,55,17,7
S2113,8,17,97,8
S2113,9,97,191,9
S2113,10,191,86,10
S2113,11,86,159,11
S2113,12,159,179,12
S2113,13,179,64,13
S2113,14,64,60,14
S2113,15,60,72,15
S2113,16,72,84,16
S2113,17,84,116,17
S2113,18,116,180,18
S2113,19,180,131,19
S2113,20,131,SINK,20
S2114,1,112,38,1
S2114,2,38,110,2
S2114,3,110,134,3
S2114,4,134,61,4
S2114,5,61,13,5
S2114,6,13,27,6
S2114,7,27,26,7
S2114,8,26,14,8
S2114,9,14,83,9
S2114,10,83,33,10
S2114,11,33,122,11
S2114,12,122,81,12
S2114,13,81,176,13
S2114,14,176,168,14
S2114,15,168,159,15
S2114,16,159,130,16
S2114,17,130,6,17
S2114,18,6,110,18
S2114,19,110,SINK,19
S2115,1,138,8,1
S2115,2,8,1,2
S2115,3,1,13,3
S2115,4,13,18,4
S2115,5,18,16,5
S2115,6,16,51,6
S2115,7,51,115,7
S2115,8,115,41,8
S2115,9,41,96,9
S2115,10,96,191,10
S2115,11,191,162,11
S2115,12,162,45,12
S2115,13,45,11,13
S2115,14,11,13,14
S2115,15,13,SINK,15
S2116,1,126,148,1
S2116,2,148,54,2
S2116,3,54,164,3
S2116,4,164,3,4
S2116,5,3,198,5
S2116,6,198,137,6
S2116,7,137,147,7
S2116,8,147,135,8
S2116,9,135,130,9
S2116,10,130,163,10
S2116,11,163,162,11
S2116,12,162,166,12
S2116,13,166,70,13
S2116,14,70,50,14
S2116,15,50,198,15
S2116,16,198,65,16
S2116,17,65,SINK,17
S2117,1,162,106,1
S2117,2,106,181,2
S2117,3,181,112,3
S2117,4,112,19,4
S2117,5,19,24,5
S2117,6,24,114,6
S2117,7,114,137,7
S2117,8,137,137,8
S2117,9,137,136,9
S2117,10,136,119,10
S2117,11,119,SINK,11
S2118,1,162,104,1
S2118,2,104,193,2
S2118,3,193,191,3
S2118,4,191,137,4
S2118,5,137,139,5
S2118,6,139,150,6
S2118,7,150,181,7
S2118,8,181,53,8
S2118,9,53,159,9
S2118,10,159,SINK,10
S2119,1,31,28,1
S2119,2,28,118,2
S2119,3,118,166,3
S2119,4,166,110,4
S2119,5,110,33,5
S2119,6,33,173,6
S2119,7,173,169,7
S2119,8,169,24,8
S2119,9,24,5,9
S2119,10,5,118,10
S2119,11,118,75,11
S2119,12,75,139,12
S2119,13,139,153,13
S2119,14,153,168,14
S2119,15,168,42,15
S2119,16,42,161,16
S2119,17,161,37,17
S2119,18,37,103,18
S2119,19,103,100,19
S2119,20,100,167,20
S2119,21,167,SINK,21
S212,1,166,195,1
S212,2,195,120,2
S212,3,120,3,3
S212,4,3,197,4
S212,5,197,90,5
S212,6,90,154,6
S212,7,154,3,7
S212,8,3,74,8
S212,9,74,187,9
S212,10,187,12,10
S212,11,12,42,11
S212,12,42,125,12
S212,13,125,27,13
S212,14,27,39,14
S212,15,39,103,15
S212,16,103,144,16
S212,17,144,38,17
S212,18,38,181,18
S212,19,181,8,19
S212,20,8,SINK,20
S2120,1,152,14,1
S2120,2,14,189,2
S2120,3,189,157,3
S2120,4,157,154,4
S2120,5,154,119,5
S2120,6,119,126,6
S2120,7,126,169,7
S2120,8,169,24,8
S2120,9,24,169,9
S2120,10,169,191,10
S2120,11,191,25,11
S2120,12,25,SINK,12
S2121,1,150,148,1
S2121,2,148,83,2
S2121,3,83,154,3
S2121,4,154,29,4
S2121,5,29,169,5
S2121,6,169,163,6
S2121,7,163,101,7
S2121,8,101,35,8
S2121,9,35,69,9
S2121,10,69,26,10
S2121,11,26,SINK,11
S2122,1,188,146,1
S2122,2,146,154,2
S2122,3,154,61,3
S2122,4,61,67,4
S2122,5,67,160,5
S2122,6,160,139,6
S2122,7,139,17,7
S2122,8,17,193,8
S2122,9,193,169,9
S2122,10,169,161,10
S2122,11,161,134,11
S2122,12,134,SINK,12
S2123,1,162,95,1
S2123,2,95,22,2
S2123,3,22,51,3
S2123,4,51,127,4
S2123,5,127,24,5
S2123,6,24,150,6
S2123,7,150,10,7
S2123,8,10,76,8
S2123,9,76,2,9
S2123,10,2,187,10
S2123,11,187,144,11
S2123,12,144,5,12
S2123,13,5,61,13
S2123,14,61,84,14
S2123,15,84,SINK,15
S2124,1,106,96,1
S2124,2,96,137,2
S2124,3,137,146,3
S2124,4,146,85,4
S2124,5,85,164,5
S2124,6,164,186,6
S2124,7,186,70,7
S2124,8,70,145,8
S2124,9,145,SINK,9
S2125,1,73,73,1
S2125,2,73,21,2
S2125,3,21,199,3
S2125,4,199,105,4
S2125,5,105,95,5
S2125,6,95,3,6
S2125,7,3,150,7
S2125,8,150,110,8
S2125,9,110,106,9
S2125,10,106,155,10
S2125,11,155,7,11
S2125,12,7,193,12
S2125,13,193,194,13
S2125,14,194,160,14
S2125,15,160,130,15
S2125,16,130,90,16
S2125,17,90,11,17
S2125,18,11,83,18
S2125,19,83,44,19
S2125,20,44,SINK,20
S2126,1,158,122,1
S2126,2,122,157,2
S2126,3,157,163,3
S2126,4,163,52,4
S2126,5,52,72,5
S2126,6,72,33,6
S2126,7,33,5,7
S2126,8,5,83,8
S2126,9,83,17,9
S2126,10,17,126,10
S2126,11,126,139,11
S2126,12,139,SINK,12
S2127,1,100,150,1
S2127,2,150,112,2
S2127,3,112,22,3
S2127,4,22,7,4
S2127,5,7,35,5
S2127,6,35,49,6
S2127,7,49,108,7
S2127,8,108,136,8
S2127,9,136,27,9
S2127,10,27,124,10
S2127,11,124,52,11
S2127,12,52,200,12
S2127,13,200,13,13
S2127,14,13,133,14
S2127,15,133,SINK,15
S2128,1,10,96,1
S2128,2,96,166,2
S2128,3,166,147,3
S2128,4,147,193,4
S2128,5,193,78,5
S2128,6,78,141,6
S2128,7,141,105,7
S2128,8,105,55,8
S2128,9,55,69,9
S2128,10,69,111,10
S2128,11,111,116,11
S2128,12,116,48,12
S2128,13,48,74,13
S2128,14,74,SINK,14
S2129,1,73,46,1
S2129,2,46,85,2
S2129,3,85,31,3
S2129,4,31,55,4
S2129,5,55,122,5
S2129,6,122,196,6
S2129,7,196,115,7
S2129,8,115,1,8
S2129,9,1,191,9
S2129,10,191,2,10
S2129,11,2,SINK,11
S213,1,38,47,1
S213,2,47,187,2
S213,3,187,63,3
S213,4,63,181,4
S213,5,181,96,5
S213,6,96,130,6
S213,7,130,121,7
S213,8,121,154,8
S213,9,154,SINK,9
S2130,1,60,79,1
S2130,2,79,90,2
S2130,3,90,52,3
S2130,4,52,171,4
S2130,5,171,159,5
S2130,6,159,25,6
S2130,7,25,48,7
S2130,8,48,36,8
S2130,9,36,194,9
S2130,10,194,90,10
S2130,11,90,200,11
S2130,12,200,52,12
S2130,13,52,23,13
S2130,14,23,7,14
S2130,15,7,101,15
S2130,16,101,40,16
S2130,17,40,122,17
S2130,18,122,20,18
S2130,19,20,SINK,19
S2131,1,56,110,1
S2131,2,110,62,2
S2131,3,62,48,3
S2131,4,48,187,4
S2131,5,187,3,5
S2131,6,3,88,6
S2131,7,88,82,7
S2131,8,82,45,8
S2131,9,45,53,9
S2131,10,53,SINK,10
S2132,1,140,139,1
S2132,2,139,159,2
S2132,3,159,119,3
S2132,4,119,148,4
S2132,5,148,40,5
S2132,6,40,151,6
S2132,7,151,27,7
S2132,8,27,62,8
S2132,9,62,159,9
S2132,10,159,19,10
S2132,11,19,75,11
S2132,12,75,105,12
S2132,13,105,170,13
S2132,14,170,130,14
S2132,15,130,SINK,15
S2133,1,168,10,1
S2133,2,10,191,2
S2133,3,191,156,3
S2133,4,156,196,4
S2133,5,196,196,5
S2133,6,196,163,6
S2133,7,163,49,7
S2133,8,49,159,8
S2133,9,159,47,9
S2133,10,47,187,10
S2133,11,187,SINK,11
S2134,1,145,30,1
S2134,2,30,74,2
S2134,3,74,60,3
S2134,4,60,26,4
S2134,5,26,16,5
S2134,6,16,94,6
S2134,7,94,92,7
S2134,8,92,82,8
S2134,9,82,9,9
S2134,10,9,27,10
S2134,11,27,SINK,11
S2135,1,7,191,1
S2135,2,191,66,2
S2135,3,66,92,3
S2135,4,92,147,4
S2135,5,147,110,5
S2135,6,110,52,6
S2135,7,52,148,7
S2135,8,148,131,8
S2135,9,131,18,9
S2135,10,18,153,10
S2135,11,153,98,11
S2135,12,98,134,12
S2135,13,134,SINK,13
S2136,1,190,92,1
S2136,2,92,151,2
S2136,3,151,170,3
S2136,4,170,179,4
S2136,5,179,102,5
S2136,6,102,90,6
S2136,7,90,104,7
S2136,8,104,51,8
S2136,9,51,41,9
S2136,10,41,36,10
S2136,11,36,188,11
S2136,12,188,139,12
S2136,13,139,12,13
S2136,14,12,46,14
S2136,15,46,48,15
S2136,16,48,120,16
S2136,17,120,93,17
S2136,18,93,85,18
S2136,19,85,139,19
S2136,20,139,96,20
S2136,21,96,SINK,21
S2137,1,18,84,1
S2137,2,84,193,2
S2137,3,193,184,3
S2137,4,184,178,4
S2137,5,178,95,5
S2137,6,95,114,6
S2137,7,114,132,7
S2137,8,132,152,8
S2137,9,152,SINK,9
S2138,1,40,95,1
S2138,2,95,135,2
S2138,3,135,58,3
S2138,4,58,188,4
S2138,5,188,97,5
S2138,6,97,139,6
S2138,7,139,57,7
S2138,8,57,41,8
S2138,9,41,75,9
S2138,10,75,54,10
S2138,11,54,146,11
S2138,12,146,177,12
S2138,13,177,94,13
S2138,14,94,170,14
S2138,15,170,152,15
S2138,16,152,78,16
S2138,17,78,47,17
S2138,18,47,SINK,18
S2139,1,86,58,1
S2139,2,58,165,2
S2139,3,165,164,3
S2139,4,164,57,4
S2139,5,57,98,5
S2139,6,98,25,6
S2139,7,25,102,7
S2139,8,102,141,8
S2139,9,141,119,9
S2139,10,119,120,10
S2139,11,120,158,11
S2139,12,158,8,12
S2139,13,8,172,13
S2139,14,172,3,14
S2139,15,3,146,15
S2139,16,146,125,16
S2139,17,125,49,17
S2139,18,49,7,18
S2139,19,7,4,19
S2139,20,4,34,20
S2139,21,34,SINK,21
S214,1,51,158,1
S214,2,158,77,2
S214,3,77,146,3
S214,4,146,166,4
S214,5,166,148,5
S214,6,148,41,6
S214,7,41,49,7
S214,8,49,186,8
S214,9,186,163,9
S214,10,163,SINK,10
S2140,1,37,112,1
S2140,2,112,134,2
S2140,3,134,65,3
S2140,4,65,90,4
S2140,5,90,39,5
S2140,6,39,16,6
S2140,7,16,172,7
S2140,8,172,55,8
S2140,9,55,84,9
S2140,10,84,153,10
S2140,11,153,199,11
S2140,12,199,135,12
S2140,13,135,65,13
S2140,14,65,22,14
S2140,15,22,64,15
S2140,16,64,128,16
S2140,17,128,149,17
S2140,18,149,181,18
S2140,19,181,SINK,19
S2141,1,128,181,1
S2141,2,181,25,2
S2141,3,25,144,3
S2141,4,144,77,4
S2141,5,77,110,5
S2141,6,110,97,6
S2141,7,97,111,7
S2141,8,111,116,8
S2141,9,116,117,9
S2141,10,117,114,10
S2141,11,114,28,11
S2141,12,28,195,12
S2141,13,195,68,13
S2141,14,68,163,14
S2141,15,163,165,15
S2141,16,165,SINK,16
S2142,1,140,164,1
S2142,2,164,93,2
S2142,3,93,4,3
S2142,4,4,122,4
S2142,5,122,186,5
S2142,6,186,55,6
S2142,7,55,29,7
S2142,8,29,45,8
S2142,9,45,71,9
S2142,10,71,195,10
S2142,11,195,142,11
S2142,12,142,53,12
S2142,13,53,187,13
S2142,14,187,SINK,14
S2143,1,196,98,1
S2143,2,98,43,2
S2143,3,43,192,3
S2143,4,192,106,4
S2143,5,106,29,5
S2143,6,29,69,6
S2143,7,69,52,7
S2143,8,52,123,8
S2143,9,123,SINK,9
S2144,1,196,89,1
S2144,2,89,93,2
S2144,3,93,25,3
S2144,4,25,97,4
S2144,5,97,195,5
S2144,6,195,32,6
S2144,7,32,112,7
S2144,8,112,153,8
S2144,9,153,60,9
S2144,10,60,77,10
S2144,11,77,81,11
S2144,12,81,13,12
S2144,13,13,168,13
S2144,14,168,38,14
S2144,15,38,129,15
S2144,16,129,84,16
S2144,17,84,6,17
S2144,18,6,141,18
S2144,19,141,138,19
S2144,20,138,SINK,20
S2145,1,85,63,1
S2145,2,63,164,2
S2145,3,164,91,3
S2145,4,91,192,4
S2145,5,192,149,5
S2145,6,149,57,6
S2145,7,57,45,7
S2145,8,45,11,8
S2145,9,11,14,9
S2145,10,14,175,10
S2145,11,175,81,11
S2145,12,81,SINK,12
S2146,1,126,129,1
S2146,2,129,32,2
S2146,3,32,62,3
S2146,4,62,119,4
S2146,5,119,169,5
S2146,6,169,148,6
S2146,7,148,72,7
S2146,8,72,59,8
S2146,9,59,168,9
S2146,10,168,155,10
S2146,11,155,80,11
S2146,12,80,55,12
S2146,13,55,74,13
S2146,14,74,117,14
S2146,15,117,SINK,15
S2147,1,182,32,1
S2147,2,32,160,2
S2147,3,160,112,3
S2147,4,112,51,4
S2147,5,51,54,5
S2147,6,54,128,6
S2147,7,128,146,7
S2147,8,146,4,8
S2147,9,4,70,9
S2147,10,70,SINK,10
S2148,1,183,128,1
S2148,2,128,127,2
S2148,3,127,9,3
S2148,4,9,143,4
S2148,5,143,181,5
S2148,6,181,28,6
S2148,7,28,45,7
S2148,8,45,105,8
S2148,9,105,63,9
S2148,10,63,82,10
S2148,11,82,SINK,11
S2149,1,39,126,1
S2149,2,126,131,2
S2149,3,131,33,3
S2149,4,33,200,4
S2149,5,200,65,5
S2149,6,65,148,6
S2149,7,148,155,7
S2149,8,155,78,8
S2149,9,78,131,9
S2149,10,131,86,10
S2149,11,86,118,11
S2149,12,118,168,12
S2149,13,168,114,13
S2149,14,114,195,14
S2149,15,195,SINK,15
S215,1,196,24,1
S215,2,24,10,2
S215,3,10,196,3
S215,4,196,88,4
S215,5,88,56,5
S215,6,56,92,6
S215,7,92,189,7
S215,8,189,72,8
S215,9,72,199,9
S215,10,199,192,10
S215,11,192,98,11
S215,12,98,SINK,12
S2150,1,76,174,1
S2150,2,174,103,2
S2150,3,103,2,3
S2150,4,2,122,4
S2150,5,122,25,5
S2150,6,25,132,6
S2150,7,132,106,7
S2150,8,106,135,8
S2150,9,135,SINK,9
S2151,1,30,101,1
S2151,2,101,9,2
S2151,3,9,138,3
S2151,4,138,67,4
S2151,5,67,158,5
S2151,6,158,55,6
S2151,7,55,176,7
S2151,8,176,188,8
S2151,9,188,148,9
S2151,10,148,41,10
S2151,11,41,125,11
S2151,12,125,71,12
S2151,13,71,SINK,13
S2152,1,115,145,1
S2152,2,145,53,2
S2152,3,53,53,3
S2152,4,53,196,4
S2152,5,196,160,5
S2152,6,160,127,6
S2152,7,127,156,7
S2152,8,156,142,8
S2152,9,142,56,9
