customer,timestamp,item,sequence_position
S2541,1,178,1
S2541,2,155,2
S2541,3,32,3
S2541,4,54,4
S2541,5,77,5
S2541,6,161,6
S2541,7,145,7
S2541,8,15,8
S2541,9,81,9
S2541,10,94,10
S2541,11,197,11
S2541,12,166,12
S2541,13,60,13
S2541,14,135,14
S2541,15,135,15
S2541,16,112,16
S2541,17,11,17
S2541,18,21,18
S2541,19,18,19
S2541,20,1,20
S2541,21,76,21
S2542,1,64,1
S2542,2,40,2
S2542,3,17,3
S2542,4,176,4
S2542,5,170,5
S2542,6,66,6
S2542,7,105,7
S2542,8,198,8
S2542,9,158,9
S2542,10,62,10
S2542,11,79,11
S2543,1,22,1
S2543,2,10,2
S2543,3,176,3
S2543,4,87,4
S2543,5,186,5
S2543,6,167,6
S2543,7,79,7
S2543,8,151,8
S2543,9,162,9
S2543,10,113,10
S2543,11,103,11
S2543,12,162,12
S2543,13,146,13
S2543,14,36,14
S2544,1,123,1
S2544,2,194,2
S2544,3,34,3
S2544,4,126,4
S2544,5,124,5
S2544,6,72,6
S2544,7,14,7
S2544,8,89,8
S2544,9,141,9
S2544,10,164,10
S2544,11,68,11
S2544,12,189,12
S2544,13,192,13
S2544,14,194,14
S2544,15,74,15
S2545,1,159,1
S2545,2,34,2
S2545,3,180,3
S2545,4,196,4
S2545,5,160,5
S2545,6,66,6
S2545,7,150,7
S2545,8,74,8
S2545,9,40,9
S2545,10,131,10
S2545,11,150,11
S2545,12,70,12
S2545,13,86,13
S2545,14,169,14
S2545,15,20,15
S2545,16,102,16
S2546,1,76,1
S2546,2,191,2
S2546,3,112,3
S2546,4,138,4
S2546,5,125,5
S2546,6,175,6
S2546,7,103,7
S2546,8,168,8
S2546,9,35,9
S2546,10,82,10
S2546,11,9,11
S2546,12,112,12
S2546,13,185,13
S2546,14,100,14
S2546,15,95,15
S2546,16,180,16
S2546,17,169,17
S2547,1,39,1
S2547,2,24,2
S2547,3,11,3
S2547,4,36,4
S2547,5,88,5
S2547,6,192,6
S2547,7,195,7
S2547,8,194,8
S2547,9,36,9
S2547,10,91,10
S2548,1,151,1
S2548,2,13,2
S2548,3,89,3
S2548,4,133,4
S2548,5,98,5
S2548,6,77,6
S2548,7,200,7
S2548,8,83,8
S2548,9,64,9
S2549,1,86,1
S2549,2,12,2
S2549,3,112,3
S2549,4,159,4
S2549,5,6,5
S2549,6,65,6
S2549,7,97,7
S2549,8,111,8
S2549,9,177,9
S2549,10,169,10
S2549,11,81,11
S2549,12,75,12
S2549,13,151,13
S2549,14,95,14
S2549,15,75,15
S255,1,89,1
S255,2,94,2
S255,3,61,3
S255,4,101,4
S255,5,126,5
S255,6,129,6
S255,7,96,7
S255,8,107,8
S255,9,147,9
S255,10,19,10
S255,11,27,11
S2550,1,92,1
S2550,2,62,2
S2550,3,72,3
S2550,4,184,4
S2550,5,137,5
S2550,6,27,6
S2550,7,24,7
S2550,8,161,8
S2550,9,193,9
S2550,10,132,10
S2550,11,81,11
S2550,12,134,12
S2550,13,171,13
S2551,1,56,1
S2551,2,128,2
S2551,3,40,3
S2551,4,137,4
S2551,5,31,5
S2551,6,48,6
S2551,7,8,7
S2551,8,194,8
S2551,9,116,9
S2551,10,96,10
S2551,11,63,11
S2552,1,77,1
S2552,2,41,2
S2552,3,197,3
S2552,4,107,4
S2552,5,2,5
S2552,6,62,6
S2552,7,5,7
S2552,8,29,8
S2552,9,151,9
S2552,10,157,10
S2552,11,143,11
S2552,12,45,12
S2552,13,132,13
S2552,14,90,14
S2552,15,182,15
S2552,16,62,16
S2552,17,104,17
S2552,18,153,18
S2552,19,160,19
S2552,20,17,20
S2553,1,157,1
S2553,2,69,2
S2553,3,196,3
S2553,4,129,4
S2553,5,48,5
S2553,6,92,6
S2553,7,182,7
S2553,8,166,8
S2553,9,158,9
S2553,10,156,10
S2553,11,197,11
S2553,12,33,12
S2553,13,141,13
S2553,14,199,14
S2553,15,27,15
S2553,16,14,16
S2554,1,163,1
S2554,2,105,2
S2554,3,159,3
S2554,4,10,4
S2554,5,11,5
S2554,6,27,6
S2554,7,32,7
S2554,8,198,8
S2554,9,108,9
S2554,10,140,10
S2554,11,125,11
S2554,12,95,12
S2554,13,97,13
S2555,1,106,1
S2555,2,51,2
S2555,3,4,3
S2555,4,88,4
S2555,5,159,5
S2555,6,81,6
S2555,7,27,7
S2555,8,10,8
S2555,9,61,9
S2555,10,116,10
S2555,11,117,11
S2555,12,200,12
S2555,13,25,13
S2555,14,192,14
S2555,15,66,15
S2556,1,130,1
S2556,2,139,2
S2556,3,14,3
S2556,4,142,4
S2556,5,157,5
S2556,6,42,6
S2556,7,117,7
S2556,8,139,8
S2556,9,150,9
S2556,10,132,10
S2556,11,156,11
S2556,12,29,12
S2556,13,189,13
S2556,14,74,14
S2556,15,180,15
S2557,1,75,1
S2557,2,193,2
S2557,3,85,3
S2557,4,103,4
S2557,5,104,5
S2557,6,85,6
S2557,7,69,7
S2557,8,164,8
S2557,9,159,9
S2557,10,89,10
S2558,1,77,1
S2558,2,141,2
S2558,3,5,3
S2558,4,82,4
S2558,5,71,5
S2558,6,99,6
S2558,7,126,7
S2558,8,155,8
S2558,9,62,9
S2558,10,106,10
S2558,11,58,11
S2558,12,52,12
S2558,13,53,13
S2558,14,189,14
S2558,15,47,15
S2558,16,131,16
S2559,1,34,1
S2559,2,71,2
S2559,3,100,3
S2559,4,150,4
S2559,5,114,5
S2559,6,128,6
S2559,7,23,7
S2559,8,17,8
S2559,9,107,9
S2559,10,29,10
S2559,11,139,11
S256,1,172,1
S256,2,155,2
S256,3,168,3
S256,4,52,4
S256,5,74,5
S256,6,135,6
S256,7,129,7
S256,8,31,8
S256,9,169,9
S256,10,46,10
S256,11,40,11
S256,12,52,12
S2560,1,28,1
S2560,2,67,2
S2560,3,86,3
S2560,4,73,4
S2560,5,69,5
S2560,6,112,6
S2560,7,44,7
S2560,8,109,8
S2560,9,178,9
S2560,10,196,10
S2560,11,151,11
S2560,12,92,12
S2560,13,91,13
S2560,14,193,14
S2560,15,75,15
S2560,16,23,16
S2560,17,157,17
S2560,18,174,18
S2561,1,48,1
S2561,2,176,2
S2561,3,154,3
S2561,4,3,4
S2561,5,39,5
S2561,6,10,6
S2561,7,79,7
S2561,8,61,8
S2561,9,125,9
S2561,10,100,10
S2561,11,115,11
S2561,12,36,12
S2561,13,173,13
S2561,14,8,14
S2561,15,69,15
S2561,16,50,16
S2561,17,79,17
S2561,18,10,18
S2561,19,101,19
S2561,20,22,20
S2561,21,62,21
S2562,1,39,1
S2562,2,198,2
S2562,3,38,3
S2562,4,101,4
S2562,5,169,5
S2562,6,195,6
S2562,7,151,7
S2562,8,86,8
S2562,9,195,9
S2562,10,198,10
S2562,11,179,11
S2562,12,154,12
S2562,13,33,13
S2563,1,138,1
S2563,2,47,2
S2563,3,27,3
S2563,4,60,4
S2563,5,137,5
S2563,6,163,6
S2563,7,29,7
S2563,8,166,8
S2563,9,184,9
S2563,10,1,10
S2563,11,108,11
S2563,12,39,12
S2563,13,113,13
S2563,14,67,14
S2564,1,74,1
S2564,2,183,2
S2564,3,151,3
S2564,4,115,4
S2564,5,37,5
S2564,6,197,6
S2564,7,133,7
S2564,8,176,8
S2564,9,140,9
S2564,10,147,10
S2565,1,183,1
S2565,2,158,2
S2565,3,166,3
S2565,4,131,4
S2565,5,191,5
S2565,6,104,6
S2565,7,24,7
S2565,8,155,8
S2565,9,143,9
S2565,10,149,10
S2565,11,43,11
S2565,12,161,12
S2566,1,87,1
S2566,2,12,2
S2566,3,90,3
S2566,4,119,4
S2566,5,51,5
S2566,6,117,6
S2566,7,147,7
S2566,8,104,8
S2566,9,177,9
S2567,1,199,1
S2567,2,142,2
S2567,3,165,3
S2567,4,94,4
S2567,5,119,5
S2567,6,2,6
S2567,7,13,7
S2567,8,53,8
S2567,9,97,9
S2567,10,170,10
S2567,11,101,11
S2567,12,143,12
S2567,13,73,13
S2567,14,84,14
S2568,1,79,1
S2568,2,173,2
S2568,3,23,3
S2568,4,185,4
S2568,5,168,5
S2568,6,39,6
S2568,7,48,7
S2568,8,106,8
S2568,9,146,9
S2568,10,92,10
S2568,11,167,11
S2568,12,166,12
S2568,13,82,13
S2569,1,128,1
S2569,2,106,2
S2569,3,196,3
S2569,4,102,4
S2569,5,6,5
S2569,6,93,6
S2569,7,146,7
S2569,8,113,8
S2569,9,198,9
S2569,10,49,10
S2569,11,55,11
S2569,12,4,12
S2569,13,19,13
S2569,14,37,14
S2569,15,103,15
S2569,16,103,16
S2569,17,50,17
S2569,18,146,18
S2569,19,177,19
S2569,20,62,20
S257,1,127,1
S257,2,80,2
S257,3,119,3
S257,4,38,4
S257,5,50,5
S257,6,15,6
S257,7,66,7
S257,8,160,8
S257,9,47,9
S257,10,42,10
S257,11,124,11
S257,12,12,12
S2570,1,44,1
S2570,2,148,2
S2570,3,39,3
S2570,4,160,4
S2570,5,60,5
S2570,6,84,6
S2570,7,103,7
S2570,8,7,8
S2570,9,66,9
S2570,10,92,10
S2570,11,27,11
S2570,12,168,12
S2570,13,86,13
S2570,14,37,14
S2570,15,61,15
S2570,16,119,16
S2570,17,157,17
S2570,18,118,18
S2570,19,123,19
S2570,20,99,20
S2570,21,135,21
S2571,1,34,1
S2571,2,189,2
S2571,3,34,3
S2571,4,135,4
S2571,5,171,5
S2571,6,41,6
S2571,7,145,7
S2571,8,196,8
S2571,9,101,9
S2571,10,58,10
S2571,11,83,11
S2571,12,76,12
S2571,13,110,13
S2571,14,148,14
S2571,15,160,15
S2571,16,138,16
S2571,17,70,17
S2571,18,141,18
S2572,1,100,1
S2572,2,60,2
S2572,3,127,3
S2572,4,113,4
S2572,5,171,5
S2572,6,113,6
S2572,7,71,7
S2572,8,112,8
S2572,9,30,9
S2572,10,75,10
S2572,11,106,11
S2572,12,183,12
S2572,13,48,13
S2572,14,6,14
S2572,15,182,15
S2572,16,188,16
S2573,1,162,1
S2573,2,165,2
S2573,3,129,3
S2573,4,55,4
S2573,5,31,5
S2573,6,1,6
S2573,7,26,7
S2573,8,187,8
S2573,9,170,9
S2573,10,84,10
S2573,11,184,11
S2573,12,117,12
S2573,13,177,13
S2574,1,99,1
S2574,2,136,2
S2574,3,122,3
S2574,4,57,4
S2574,5,197,5
S2574,6,2,6
S2574,7,90,7
S2574,8,13,8
S2574,9,29,9
S2574,10,195,10
S2574,11,79,11
S2574,12,3,12
S2574,13,134,13
S2574,14,189,14
S2574,15,189,15
S2574,16,143,16
S2574,17,125,17
S2574,18,113,18
S2574,19,83,19
S2575,1,112,1
S2575,2,102,2
S2575,3,11,3
S2575,4,111,4
S2575,5,137,5
S2575,6,90,6
S2575,7,190,7
S2575,8,76,8
S2575,9,116,9
S2575,10,23,10
S2576,1,22,1
S2576,2,187,2
S2576,3,157,3
S2576,4,107,4
S2576,5,197,5
S2576,6,50,6
S2576,7,190,7
S2576,8,101,8
S2576,9,130,9
S2576,10,129,10
S2576,11,117,11
S2576,12,90,12
S2576,13,161,13
S2576,14,75,14
S2576,15,181,15
S2576,16,39,16
S2576,17,47,17
S2577,1,81,1
S2577,2,164,2
S2577,3,98,3
S2577,4,96,4
S2577,5,9,5
S2577,6,186,6
S2577,7,183,7
S2577,8,180,8
S2577,9,3,9
S2577,10,151,10
S2577,11,92,11
S2577,12,62,12
S2577,13,26,13
S2577,14,50,14
S2577,15,157,15
S2578,1,121,1
S2578,2,42,2
S2578,3,178,3
S2578,4,28,4
S2578,5,105,5
S2578,6,165,6
S2578,7,71,7
S2578,8,68,8
S2578,9,44,9
S2579,1,99,1
S2579,2,158,2
S2579,3,129,3
S2579,4,76,4
S2579,5,139,5
S2579,6,162,6
S2579,7,131,7
S2579,8,156,8
S2579,9,115,9
S2579,10,148,10
S2579,11,188,11
S2579,12,198,12
S2579,13,193,13
S2579,14,173,14
S2579,15,191,15
S2579,16,12,16
S2579,17,33,17
S2579,18,112,18
S2579,19,54,19
S2579,20,196,20
S2579,21,54,21
S258,1,159,1
S258,2,39,2
S258,3,46,3
S258,4,176,4
S258,5,45,5
S258,6,104,6
S258,7,102,7
S258,8,33,8
S258,9,46,9
S258,10,200,10
S258,11,167,11
S258,12,133,12
S258,13,19,13
S258,14,19,14
S258,15,37,15
S258,16,144,16
S258,17,26,17
S258,18,191,18
S258,19,25,19
S2580,1,188,1
S2580,2,184,2
S2580,3,115,3
S2580,4,103,4
S2580,5,76,5
S2580,6,28,6
S2580,7,165,7
S2580,8,186,8
S2580,9,127,9
S2580,10,157,10
S2580,11,162,11
S2580,12,31,12
S2580,13,36,13
S2580,14,186,14
S2580,15,172,15
S2580,16,94,16
S2580,17,99,17
S2580,18,118,18
S2581,1,3,1
S2581,2,5,2
S2581,3,31,3
S2581,4,194,4
S2581,5,134,5
S2581,6,164,6
S2581,7,149,7
S2581,8,57,8
S2581,9,106,9
S2581,10,147,10
S2581,11,6,11
S2581,12,31,12
S2581,13,75,13
S2581,14,41,14
S2581,15,167,15
S2582,1,193,1
S2582,2,57,2
S2582,3,22,3
S2582,4,51,4
S2582,5,186,5
S2582,6,97,6
S2582,7,143,7
S2582,8,160,8
S2582,9,134,9
S2582,10,182,10
S2582,11,84,11
S2582,12,192,12
S2582,13,174,13
S2582,14,179,14
S2582,15,130,15
S2582,16,154,16
S2582,17,64,17
S2582,18,24,18
S2582,19,98,19
S2582,20,126,20
S2582,21,199,21
S2583,1,40,1
S2583,2,3,2
S2583,3,10,3
S2583,4,7,4
S2583,5,39,5
S2583,6,45,6
S2583,7,68,7
S2583,8,16,8
S2583,9,29,9
S2583,10,170,10
S2583,11,192,11
S2583,12,122,12
S2583,13,178,13
S2583,14,191,14
S2583,15,33,15
S2583,16,84,16
S2583,17,10,17
S2584,1,33,1
S2584,2,141,2
S2584,3,109,3
S2584,4,173,4
S2584,5,176,5
S2584,6,104,6
S2584,7,105,7
S2584,8,161,8
S2584,9,151,9
S2584,10,37,10
S2584,11,184,11
S2584,12,90,12
S2584,13,1,13
S2584,14,120,14
S2584,15,159,15
S2585,1,195,1
S2585,2,130,2
S2585,3,198,3
S2585,4,62,4
S2585,5,164,5
S2585,6,102,6
S2585,7,122,7
S2585,8,188,8
S2585,9,19,9
S2585,10,199,10
S2585,11,162,11
S2585,12,26,12
S2585,13,54,13
S2585,14,175,14
S2585,15,63,15
S2585,16,40,16
S2586,1,61,1
S2586,2,162,2
S2586,3,116,3
S2586,4,167,4
S2586,5,155,5
S2586,6,103,6
S2586,7,77,7
S2586,8,194,8
S2586,9,5,9
S2587,1,144,1
S2587,2,177,2
S2587,3,57,3
S2587,4,97,4
S2587,5,17,5
S2587,6,114,6
S2587,7,118,7
S2587,8,90,8
S2587,9,138,9
S2587,10,60,10
S2587,11,47,11
S2587,12,103,12
S2587,13,21,13
S2587,14,128,14
S2587,15,11,15
S2587,16,75,16
S2588,1,198,1
S2588,2,155,2
S2588,3,198,3
S2588,4,51,4
S2588,5,113,5
S2588,6,188,6
S2588,7,192,7
S2588,8,120,8
S2588,9,40,9
S2588,10,162,10
S2588,11,171,11
S2588,12,24,12
S2588,13,133,13
S2588,14,23,14
S2588,15,132,15
S2588,16,97,16
S2589,1,40,1
S2589,2,73,2
S2589,3,150,3
S2589,4,35,4
S2589,5,69,5
S2589,6,154,6
S2589,7,158,7
S2589,8,59,8
S2589,9,123,9
S2589,10,26,10
S2589,11,189,11
S2589,12,34,12
S2589,13,61,13
S2589,14,57,14
S2589,15,165,15
S2589,16,199,16
S259,1,32,1
S259,2,93,2
S259,3,77,3
S259,4,14,4
S259,5,91,5
S259,6,36,6
S259,7,29,7
S259,8,140,8
S259,9,27,9
S259,10,114,10
S259,11,200,11
S259,12,98,12
S259,13,61,13
S259,14,66,14
S259,15,165,15
S259,16,4,16
S259,17,186,17
S259,18,107,18
S259,19,112,19
S259,20,28,20
S2590,1,144,1
S2590,2,112,2
S2590,3,115,3
S2590,4,178,4
S2590,5,145,5
S2590,6,17,6
S2590,7,90,7
S2590,8,112,8
S2590,9,167,9
S2590,10,161,10
S2590,11,138,11
S2590,12,173,12
S2590,13,55,13
S2590,14,12,14
S2590,15,65,15
S2590,16,31,16
S2590,17,127,17
S2590,18,115,18
S2590,19,136,19
S2590,20,49,20
S2591,1,21,1
S2591,2,143,2
S2591,3,177,3
S2591,4,118,4
S2591,5,7,5
S2591,6,142,6
S2591,7,58,7
S2591,8,46,8
S2591,9,117,9
S2591,10,28,10
S2591,11,128,11
S2592,1,23,1
S2592,2,4,2
S2592,3,12,3
S2592,4,21,4
S2592,5,192,5
S2592,6,133,6
S2592,7,48,7
S2592,8,168,8
S2592,9,90,9
S2592,10,100,10
S2592,11,150,11
S2592,12,175,12
S2592,13,68,13
S2592,14,19,14
S2592,15,6,15
S2592,16,27,16
S2592,17,47,17
S2592,18,107,18
S2592,19,173,19
S2592,20,122,20
S2592,21,179,21
S2593,1,3,1
S2593,2,58,2
S2593,3,200,3
S2593,4,133,4
S2593,5,28,5
S2593,6,185,6
S2593,7,176,7
S2593,8,162,8
S2593,9,7,9
S2593,10,181,10
S2593,11,92,11
S2593,12,65,12
S2593,13,138,13
S2593,14,192,14
S2593,15,163,15
S2594,1,178,1
S2594,2,159,2
S2594,3,35,3
S2594,4,142,4
S2594,5,125,5
S2594,6,140,6
S2594,7,182,7
S2594,8,166,8
S2594,9,190,9
S2594,10,140,10
S2594,11,51,11
S2594,12,62,12
S2594,13,27,13
S2594,14,69,14
S2594,15,67,15
S2594,16,13,16
S2594,17,77,17
S2594,18,113,18
S2594,19,71,19
S2594,20,32,20
S2595,1,125,1
S2595,2,78,2
S2595,3,174,3
S2595,4,132,4
S2595,5,97,5
S2595,6,81,6
S2595,7,26,7
S2595,8,49,8
S2595,9,12,9
S2595,10,109,10
S2595,11,178,11
S2595,12,174,12
S2595,13,80,13
S2595,14,194,14
S2595,15,154,15
S2595,16,44,16
S2595,17,82,17
S2595,18,160,18
S2595,19,8,19
S2595,20,151,20
S2596,1,160,1
S2596,2,87,2
S2596,3,28,3
S2596,4,161,4
S2596,5,129,5
S2596,6,96,6
S2596,7,86,7
S2596,8,4,8
S2596,9,46,9
S2596,10,188,10
S2596,11,43,11
S2596,12,61,12
S2596,13,193,13
S2596,14,155,14
S2596,15,28,15
S2596,16,117,16
S2596,17,76,17
S2596,18,188,18
S2596,19,88,19
S2597,1,135,1
S2597,2,126,2
S2597,3,130,3
S2597,4,90,4
S2597,5,66,5
S2597,6,56,6
S2597,7,43,7
S2597,8,20,8
S2597,9,105,9
S2597,10,108,10
S2597,11,121,11
S2597,12,35,12
S2597,13,200,13
S2597,14,92,14
S2597,15,2,15
S2597,16,92,16
S2597,17,69,17
S2597,18,35,18
S2597,19,135,19
S2597,20,147,20
S2598,1,188,1
S2598,2,130,2
S2598,3,4,3
S2598,4,27,4
S2598,5,69,5
S2598,6,188,6
S2598,7,44,7
S2598,8,77,8
S2598,9,18,9
S2598,10,46,10
S2598,11,22,11
S2598,12,124,12
S2598,13,101,13
S2598,14,84,14
S2598,15,95,15
S2598,16,74,16
S2598,17,116,17
S2598,18,44,18
S2598,19,118,19
S2599,1,78,1
S2599,2,121,2
S2599,3,43,3
S2599,4,21,4
S2599,5,8,5
S2599,6,166,6
S2599,7,100,7
S2599,8,103,8
S2599,9,18,9
S2599,10,48,10
S2599,11,28,11
S2599,12,71,12
S2599,13,196,13
S2599,14,80,14
S2599,15,60,15
S2599,16,88,16
S2599,17,167,17
S2599,18,182,18
S2599,19,86,19
S260,1,16,1
S260,2,101,2
S260,3,155,3
S260,4,3,4
S260,5,101,5
S260,6,180,6
S260,7,6,7
S260,8,100,8
S260,9,49,9
S260,10,29,10
S260,11,39,11
S260,12,146,12
S260,13,55,13
S260,14,76,14
S260,15,84,15
S260,16,133,16
S260,17,32,17
S260,18,3,18
S260,19,104,19
S2600,1,135,1
S2600,2,21,2
S2600,3,155,3
S2600,4,95,4
S2600,5,200,5
S2600,6,180,6
S2600,7,101,7
S2600,8,57,8
S2600,9,116,9
S2600,10,99,10
S2600,11,42,11
S2600,12,65,12
S2600,13,39,13
S2600,14,189,14
S2600,15,183,15
S2600,16,175,16
S2600,17,144,17
S2600,18,27,18
S2601,1,190,1
S2601,2,86,2
S2601,3,87,3
S2601,4,98,4
S2601,5,18,5
S2601,6,101,6
S2601,7,76,7
S2601,8,40,8
S2601,9,156,9
S2601,10,119,10
S2601,11,200,11
S2602,1,46,1
S2602,2,181,2
S2602,3,77,3
S2602,4,102,4
S2602,5,147,5
S2602,6,163,6
S2602,7,131,7
S2602,8,115,8
S2602,9,20,9
S2602,10,9,10
S2602,11,109,11
S2602,12,40,12
S2602,13,84,13
S2602,14,116,14
S2602,15,128,15
S2602,16,123,16
S2602,17,195,17
S2603,1,59,1
S2603,2,193,2
S2603,3,38,3
S2603,4,46,4
S2603,5,43,5
S2603,6,24,6
S2603,7,93,7
S2603,8,40,8
S2603,9,183,9
S2603,10,145,10
S2603,11,74,11
S2603,12,182,12
S2603,13,143,13
S2603,14,123,14
S2603,15,146,15
S2603,16,18,16
S2603,17,89,17
S2603,18,127,18
S2603,19,68,19
S2604,1,123,1
S2604,2,82,2
S2604,3,33,3
S2604,4,84,4
S2604,5,12,5
S2604,6,40,6
S2604,7,133,7
S2604,8,92,8
S2604,9,132,9
S2604,10,78,10
S2604,11,78,11
S2605,1,125,1
S2605,2,65,2
S2605,3,41,3
S2605,4,131,4
S2605,5,174,5
S2605,6,94,6
S2605,7,152,7
S2605,8,92,8
S2605,9,159,9
S2605,10,104,10
S2605,11,1,11
S2605,12,38,12
S2605,13,109,13
S2605,14,33,14
S2605,15,11,15
S2605,16,39,16
S2605,17,186,17
S2605,18,23,18
S2605,19,106,19
S2605,20,7,20
S2605,21,172,21
S2606,1,21,1
S2606,2,53,2
S2606,3,156,3
S2606,4,62,4
S2606,5,4,5
S2606,6,162,6
S2606,7,184,7
S2606,8,161,8
S2606,9,38,9
S2606,10,169,10
S2606,11,119,11
S2606,12,126,12
S2607,1,180,1
S2607,2,98,2
S2607,3,29,3
S2607,4,87,4
S2607,5,173,5
S2607,6,79,6
S2607,7,167,7
S2607,8,164,8
S2607,9,128,9
S2607,10,193,10
S2607,11,105,11
S2607,12,60,12
S2607,13,118,13
S2607,14,30,14
S2607,15,108,15
S2607,16,112,16
S2607,17,63,17
S2608,1,26,1
S2608,2,19,2
S2608,3,134,3
S2608,4,81,4
S2608,5,143,5
S2608,6,94,6
S2608,7,153,7
S2608,8,29,8
S2608,9,152,9
S2608,10,51,10
S2609,1,69,1
S2609,2,84,2
S2609,3,35,3
S2609,4,144,4
S2609,5,5,5
S2609,6,144,6
S2609,7,75,7
S2609,8,89,8
S2609,9,50,9
S2609,10,39,10
S2609,11,131,11
S2609,12,100,12
S2609,13,131,13
S2609,14,87,14
S2609,15,179,15
S2609,16,102,16
S2609,17,114,17
S2609,18,199,18
S2609,19,26,19
S261,1,171,1
S261,2,178,2
S261,3,38,3
S261,4,9,4
S261,5,181,5
S261,6,178,6
S261,7,91,7
S261,8,182,8
S261,9,50,9
S261,10,157,10
S261,11,94,11
S261,12,115,12
S261,13,146,13
S261,14,142,14
S261,15,193,15
S261,16,151,16
S261,17,8,17
S261,18,175,18
S261,19,50,19
S2610,1,91,1
S2610,2,183,2
S2610,3,24,3
S2610,4,13,4
S2610,5,37,5
S2610,6,22,6
S2610,7,177,7
S2610,8,99,8
S2610,9,21,9
S2610,10,34,10
S2610,11,72,11
S2610,12,126,12
S2610,13,168,13
S2610,14,136,14
S2610,15,99,15
S2610,16,174,16
S2611,1,10,1
S2611,2,5,2
S2611,3,129,3
S2611,4,137,4
S2611,5,126,5
S2611,6,105,6
S2611,7,33,7
S2611,8,104,8
S2611,9,103,9
S2611,10,9,10
S2611,11,36,11
S2612,1,166,1
S2612,2,140,2
S2612,3,118,3
S2612,4,32,4
S2612,5,162,5
S2612,6,34,6
S2612,7,134,7
S2612,8,92,8
S2612,9,161,9
S2612,10,34,10
S2612,11,29,11
S2612,12,54,12
S2612,13,199,13
S2612,14,183,14
S2612,15,16,15
S2613,1,75,1
S2613,2,12,2
S2613,3,182,3
S2613,4,200,4
S2613,5,52,5
S2613,6,5,6
S2613,7,146,7
S2613,8,169,8
S2613,9,80,9
S2613,10,75,10
S2613,11,47,11
S2613,12,12,12
S2614,1,69,1
S2614,2,168,2
S2614,3,161,3
S2614,4,106,4
S2614,5,133,5
S2614,6,174,6
S2614,7,98,7
S2614,8,105,8
S2614,9,195,9
S2614,10,31,10
S2614,11,64,11
S2614,12,18,12
S2614,13,81,13
S2614,14,95,14
S2614,15,61,15
S2615,1,126,1
S2615,2,41,2
S2615,3,160,3
S2615,4,57,4
S2615,5,194,5
S2615,6,23,6
S2615,7,132,7
S2615,8,124,8
S2615,9,168,9
S2616,1,121,1
S2616,2,41,2
S2616,3,20,3
S2616,4,44,4
S2616,5,149,5
S2616,6,50,6
S2616,7,55,7
S2616,8,68,8
S2616,9,153,9
S2616,10,175,10
S2616,11,129,11
S2616,12,66,12
S2616,13,32,13
S2617,1,67,1
S2617,2,112,2
S2617,3,22,3
S2617,4,9,4
S2617,5,16,5
S2617,6,57,6
S2617,7,102,7
S2617,8,99,8
S2617,9,24,9
S2617,10,183,10
S2617,11,107,11
S2618,1,120,1
S2618,2,200,2
S2618,3,106,3
S2618,4,149,4
S2618,5,50,5
S2618,6,139,6
S2618,7,53,7
S2618,8,197,8
S2618,9,9,9
S2618,10,142,10
S2618,11,35,11
S2618,12,19,12
S2618,13,29,13
S2619,1,29,1
S2619,2,196,2
S2619,3,188,3
S2619,4,16,4
S2619,5,145,5
S2619,6,11,6
S2619,7,56,7
S2619,8,103,8
S2619,9,12,9
S2619,10,117,10
S2619,11,172,11
S2619,12,31,12
S2619,13,159,13
S2619,14,72,14
S2619,15,136,15
S2619,16,9,16
S2619,17,165,17
S2619,18,142,18
S2619,19,68,19
S2619,20,176,20
S2619,21,55,21
S262,1,177,1
S262,2,149,2
S262,3,124,3
S262,4,25,4
S262,5,198,5
S262,6,191,6
S262,7,117,7
S262,8,131,8
S262,9,100,9
S262,10,24,10
S262,11,151,11
S262,12,77,12
S262,13,176,13
S262,14,183,14
S262,15,9,15
S262,16,39,16
S262,17,43,17
S262,18,77,18
S262,19,6,19
S262,20,133,20
S262,21,98,21
S2620,1,110,1
S2620,2,196,2
S2620,3,44,3
S2620,4,70,4
S2620,5,32,5
S2620,6,54,6
S2620,7,29,7
S2620,8,174,8
S2620,9,43,9
S2620,10,12,10
S2620,11,23,11
S2620,12,87,12
S2620,13,44,13
S2620,14,172,14
S2620,15,9,15
S2620,16,104,16
S2620,17,90,17
S2620,18,127,18
S2620,19,19,19
S2620,20,180,20
S2620,21,178,21
S2621,1,80,1
S2621,2,28,2
S2621,3,100,3
S2621,4,188,4
S2621,5,38,5
S2621,6,84,6
S2621,7,21,7
S2621,8,113,8
S2621,9,120,9
S2621,10,187,10
S2621,11,95,11
S2621,12,156,12
S2621,13,90,13
S2621,14,112,14
S2621,15,23,15
S2622,1,14,1
S2622,2,142,2
S2622,3,104,3
S2622,4,122,4
S2622,5,125,5
S2622,6,95,6
S2622,7,14,7
S2622,8,81,8
S2622,9,52,9
S2623,1,141,1
S2623,2,9,2
S2623,3,64,3
S2623,4,86,4
S2623,5,152,5
S2623,6,57,6
S2623,7,146,7
S2623,8,194,8
S2623,9,185,9
S2623,10,30,10
S2623,11,189,11
S2623,12,5,12
S2624,1,155,1
S2624,2,160,2
S2624,3,141,3
S2624,4,169,4
S2624,5,116,5
S2624,6,103,6
S2624,7,15,7
S2624,8,160,8
S2624,9,110,9
S2625,1,167,1
S2625,2,196,2
S2625,3,117,3
S2625,4,43,4
S2625,5,150,5
S2625,6,188,6
S2625,7,16,7
