Source,Target,Frequency
161,137,5
85,71,5
106,1,5
83,20,5
36,47,5
47,17,5
105,138,5
44,122,5
88,121,5
22,80,5
1,27,5
107,104,5
199,5,5
100,137,5
32,113,5
45,14,5
63,189,5
114,77,5
7,112,5
76,12,5
12,125,5
125,170,5
170,192,5
131,7,5
139,75,5
143,144,5
169,184,5
36,129,5
186,158,5
174,160,5
65,144,5
94,14,5
14,148,5
148,6,5
150,158,5
158,90,5
90,149,5
44,113,5
29,118,5
149,62,5
146,24,5
183,46,5
151,194,5
157,171,5
94,95,5
193,36,5
157,50,5
55,125,5
95,9,5
30,170,5
155,8,5
180,91,5
75,151,5
116,180,5
48,17,5
60,122,5
19,198,5
180,1,5
1,119,5
80,165,5
119,195,5
188,71,5
88,20,5
1,111,5
103,131,5
184,94,5
165,186,5
186,176,5
119,146,5
190,51,5
51,192,5
97,141,5
133,155,5
4,162,5
26,193,5
116,1,5
1,50,5
145,51,5
176,94,5
112,98,5
163,119,5
8,163,5
184,65,5
111,157,5
157,38,5
102,200,5
90,153,5
5,66,5
49,161,5
179,154,5
32,65,5
75,109,5
164,120,5
180,58,5
96,145,5
135,143,5
11,131,5
178,119,5
116,150,5
171,131,5
56,162,5
49,170,5
127,72,5
44,132,5
34,172,5
172,2,5
38,59,5
172,143,5
2,156,5
65,154,5
120,104,5
95,189,5
56,197,5
82,71,5
186,94,5
121,20,5
113,165,5
49,50,5
41,191,5
160,118,5
13,186,5
128,54,5
141,146,5
149,25,5
190,126,5
166,117,5
119,95,5
190,13,5
12,6,5
179,156,5
5,174,5
27,166,5
7,133,5
18,142,5
31,153,5
153,93,5
21,102,5
87,183,5
147,50,5
87,109,5
194,173,5
142,137,5
132,64,5
200,36,5
36,82,5
82,34,5
115,60,5
6,138,5
54,123,5
55,175,5
109,170,5
34,121,5
195,125,5
98,129,5
13,15,5
38,44,5
42,13,5
9,32,5
144,54,5
41,11,5
67,171,5
116,117,5
54,144,5
163,83,5
83,100,5
122,35,5
112,156,5
94,93,5
75,149,5
26,102,5
16,172,5
150,175,5
175,42,5
108,51,5
169,198,5
157,136,5
114,134,5
61,40,5
41,111,5
81,139,5
139,3,5
164,186,5
25,139,5
115,53,5
66,24,5
148,142,5
132,149,5
122,25,5
60,195,5
25,50,5
21,184,5
94,5,5
194,161,5
82,60,5
149,142,5
87,63,5
112,7,5
136,29,5
73,43,5
32,5,5
85,113,5
49,118,5
84,44,5
142,144,5
112,35,5
45,75,5
200,184,5
100,160,5
42,172,5
118,18,5
193,35,5
91,135,5
57,153,5
113,164,5
82,56,5
181,184,5
42,173,5
128,113,5
100,22,5
70,196,5
10,80,5
198,178,5
129,14,5
154,48,5
186,19,5
19,125,5
125,200,5
159,181,5
169,34,5
160,23,5
200,65,5
108,196,5
153,199,5
194,132,5
132,9,5
19,122,5
135,184,5
3,103,5
103,192,5
192,91,5
8,173,5
93,1,5
79,1,5
27,81,5
115,159,5
78,136,5
136,194,5
194,149,5
38,79,5
95,115,5
58,107,5
27,182,5
165,18,5
175,69,5
53,11,5
150,177,5
41,33,5
98,68,5
161,16,5
43,179,5
81,74,5
91,80,5
33,114,5
114,135,5
40,73,5
72,51,5
121,170,5
170,165,5
165,179,5
134,12,5
12,175,5
129,183,5
159,49,5
32,90,5
147,90,5
105,80,5
154,91,5
48,177,5
194,21,5
152,176,5
62,136,5
133,51,5
14,199,5
199,139,5
52,170,5
108,44,5
152,153,5
52,6,5
13,78,5
47,80,5
195,103,5
41,192,5
193,16,5
16,138,5
8,39,5
39,68,5
68,57,5
37,157,5
185,56,5
95,174,5
86,114,5
16,89,5
200,179,5
160,137,5
86,86,5
5,124,5
133,171,5
5,95,5
149,114,5
62,62,5
62,18,5
200,63,5
25,38,5
124,84,5
36,36,5
33,43,5
195,93,5
139,27,5
198,87,5
8,75,5
75,62,5
62,1,5
154,27,5
88,107,5
26,48,5
79,90,5
3,136,5
26,179,5
179,13,5
7,188,5
195,60,5
99,79,5
60,86,5
10,3,5
3,112,5
78,66,5
60,79,5
109,139,5
178,136,5
190,149,5
109,154,5
83,40,5
76,181,5
92,44,5
17,61,5
170,2,5
92,118,5
108,124,5
80,55,5
50,139,5
94,89,5
30,4,5
186,111,5
181,155,5
183,116,5
113,125,5
74,13,5
137,81,5
150,134,5
51,172,5
134,189,5
66,65,5
65,83,5
84,164,5
164,175,5
177,63,5
53,85,5
151,108,5
55,200,5
2,158,5
105,41,5
170,173,5
100,168,5
50,75,5
82,143,5
157,120,5
156,64,5
74,125,5
125,65,5
65,39,5
63,135,5
33,195,5
114,5,5
160,87,5
143,7,5
42,84,5
115,65,5
28,69,5
69,124,5
109,162,5
177,66,5
125,19,5
95,69,5
34,56,5
174,187,5
66,79,5
66,127,5
45,54,5
20,51,5
137,64,5
55,127,5
166,79,5
131,83,5
97,172,5
185,13,5
110,111,5
136,14,5
26,17,5
24,7,5
188,197,5
197,147,5
200,122,5
58,181,5
134,101,5
129,166,5
34,111,5
6,129,5
74,15,5
57,161,5
163,13,5
100,118,5
152,179,5
154,148,5
39,104,5
104,132,5
100,138,5
138,147,5
98,30,5
31,106,5
56,136,5
112,142,5
142,70,5
40,182,5
184,48,5
127,158,5
14,141,5
199,135,5
121,57,5
147,121,5
121,31,5
31,16,5
114,74,5
8,193,5
193,91,5
133,150,5
120,132,5
21,53,5
142,52,5
150,165,5
72,156,5
179,182,5
172,38,5
144,145,5
28,140,5
106,146,5
180,112,5
35,104,5
104,92,5
92,136,5
121,77,5
182,19,5
46,182,5
28,87,5
168,129,5
189,21,5
30,129,5
14,69,5
98,185,5
59,47,5
33,124,5
139,138,5
156,61,5
50,94,5
94,56,5
53,181,5
60,129,5
144,50,5
23,195,5
195,178,5
188,68,5
148,53,5
87,70,5
101,137,5
102,136,5
43,183,5
16,131,5
11,179,5
166,191,5
35,69,5
41,89,5
6,16,5
158,33,5
66,3,5
129,118,5
48,171,5
115,9,5
9,57,5
12,187,5
4,169,5
129,162,5
102,195,5
195,180,5
162,120,5
172,113,5
193,160,5
189,100,5
131,140,5
176,120,5
84,76,5
106,187,5
187,171,5
22,104,5
189,138,5
19,136,5
177,19,5
175,159,5
159,139,5
102,41,5
129,89,5
63,158,5
67,22,5
87,95,5
123,49,5
165,72,5
72,177,5
130,95,5
95,194,5
184,86,5
84,152,5
64,107,5
107,77,5
61,69,5
159,13,5
17,139,5
139,199,5
40,183,5
37,67,5
35,91,5
195,139,5
155,121,5
121,110,5
5,8,5
117,133,5
167,176,5
79,5,5
148,90,5
45,168,5
76,108,5
195,27,5
62,170,5
81,158,5
158,110,5
110,188,5
83,161,5
131,28,5
60,187,5
186,200,5
200,182,5
182,82,5
116,49,5
113,63,5
137,98,5
75,177,5
110,113,5
193,78,5
129,11,5
46,149,5
196,151,5
151,53,5
104,136,5
166,67,5
4,159,5
134,18,5
184,198,5
77,78,5
101,162,5
120,70,5
72,152,5
177,151,5
151,184,5
144,126,5
14,177,5
165,166,5
77,102,5
86,181,5
181,17,5
151,126,5
124,32,5
75,77,5
151,7,5
190,179,5
126,136,5
131,92,5
134,70,5
98,83,5
65,69,5
186,65,5
200,175,5
23,20,5
195,3,5
147,3,5
133,58,5
58,49,5
172,97,5
115,55,5
87,195,5
2,154,5
163,178,5
104,145,5
126,82,5
82,198,5
72,27,5
132,78,5
78,30,5
108,64,5
37,119,5
158,129,5
44,192,5
42,141,5
144,42,5
36,188,5
183,194,5
194,45,5
116,5,5
78,193,5
193,185,5
40,34,5
34,123,5
173,153,5
185,67,5
67,53,5
76,101,5
125,56,5
56,33,5
69,17,5
150,101,5
134,16,5
16,167,5
148,45,5
99,65,5
199,80,5
117,158,5
139,106,5
106,78,5
100,188,5
151,23,5
186,53,5
109,133,5
39,77,5
126,113,5
162,179,5
33,58,5
142,31,5
123,46,5
46,16,5
86,163,5
112,150,5
150,164,5
103,80,5
80,181,5
103,188,5
39,156,5
68,195,5
102,137,5
121,36,5
105,172,5
182,71,5
126,141,5
39,67,5
109,93,5
28,42,5
63,146,5
146,177,5
177,113,5
47,40,5
40,26,5
4,132,5
132,29,5
41,2,5
98,187,5
4,35,5
35,149,5
9,177,5
7,115,5
24,84,5
199,20,5
4,137,5
76,70,5
142,139,5
39,138,5
121,118,5
71,122,5
142,61,5
109,198,5
177,60,5
178,187,5
165,112,5
112,144,5
166,10,5
198,157,5
103,77,5
80,54,5
32,171,5
100,116,5
163,96,5
150,81,5
200,4,5
21,126,5
122,157,5
157,178,5
31,17,5
73,74,5
74,3,5
30,155,5
49,138,5
48,172,5
172,149,5
173,190,5
190,71,5
52,16,5
99,3,5
30,2,5
193,39,5
124,13,5
98,200,5
115,163,5
163,188,5
66,84,5
27,156,5
82,79,5
184,104,5
83,38,5
163,187,5
187,122,5
157,61,5
165,83,5
45,162,5
14,150,5
83,67,5
185,126,5
30,186,5
186,15,5
138,123,5
123,14,5
97,179,5
23,24,5
135,89,5
10,129,5
199,145,5
95,122,5
121,48,5
83,27,5
62,159,5
6,98,5
172,175,5
171,154,5
199,95,5
164,177,5
7,48,5
48,3,5
44,83,5
172,146,5
45,144,5
126,171,5
41,53,5
145,25,5
72,4,5
122,31,5
103,120,5
185,102,5
93,135,5
149,37,5
117,178,5
27,148,5
135,161,5
65,163,5
96,134,5
153,163,5
45,69,5
145,191,5
38,177,5
144,153,5
42,130,5
187,191,5
17,137,5
89,150,5
5,117,5
153,83,5
83,187,5
1,191,5
76,82,5
151,159,5
136,10,5
93,46,5
97,130,5
127,82,5
38,125,5
96,114,5
9,122,5
88,95,5
87,144,5
17,16,5
172,14,5
14,10,5
63,128,5
167,65,5
139,137,5
95,22,5
18,104,5
44,40,5
22,5,5
105,130,5
119,93,5
167,55,5
125,36,5
184,11,5
31,111,5
160,67,5
42,176,5
143,76,5
63,199,5
37,162,5
199,179,5
20,150,5
150,32,5
171,144,5
176,33,5
166,32,5
80,57,5
90,61,5
157,189,5
189,129,5
64,168,5
16,70,5
94,174,5
16,68,5
68,50,5
62,69,5
69,19,5
167,2,5
2,113,5
113,59,5
59,66,5
15,183,5
13,196,5
178,72,5
47,169,5
148,75,5
75,106,5
81,124,5
13,12,5
72,135,5
115,49,5
95,165,5
165,173,5
173,24,5
170,129,5
129,35,5
176,8,5
50,69,5
83,177,5
109,175,5
198,13,5
126,189,5
91,88,5
186,199,5
64,162,5
97,10,5
82,128,5
151,37,5
36,2,5
177,31,5
28,132,5
141,162,5
22,52,5
138,13,5
174,180,5
22,94,5
117,30,5
30,176,5
86,15,5
188,144,5
131,133,5
161,64,5
45,56,5
145,114,5
150,188,5
16,103,5
151,114,5
162,118,5
32,57,5
33,4,5
51,162,5
61,142,5
123,53,5
46,56,5
93,72,5
157,132,5
65,160,5
164,102,5
193,46,5
36,61,5
144,125,5
146,48,5
128,102,5
90,11,5
11,27,5
81,79,5
136,44,5
100,192,5
192,125,5
170,108,5
1,140,5
105,47,5
59,78,5
55,100,5
152,143,5
187,17,5
159,183,5
55,60,5
50,87,5
114,22,5
89,109,5
172,126,5
126,10,5
10,172,5
172,152,5
7,134,5
151,102,5
100,142,5
142,121,5
96,150,5
60,93,5
150,28,5
37,16,5
15,188,5
188,30,5
30,60,5
31,108,5
176,127,5
124,140,5
107,137,5
41,63,5
165,43,5
169,103,5
175,133,5
118,72,5
81,60,5
128,123,5
42,41,5
53,73,5
152,47,5
99,124,5
168,111,5
28,59,5
59,16,5
181,79,5
153,128,5
47,85,5
67,172,5
78,147,5
96,144,5
98,4,5
192,46,5
164,88,5
55,110,5
47,19,5
19,114,5
147,163,5
80,110,5
17,31,5
11,154,5
173,138,5
52,111,5
44,75,5
75,39,5
39,170,5
75,142,5
108,187,5
183,15,5
53,81,5
68,174,5
162,144,5
3,144,5
157,157,5
91,194,5
194,81,5
176,34,5
58,67,5
108,126,5
189,53,5
53,8,5
151,25,5
25,109,5
111,32,5
45,193,5
121,159,5
72,91,5
152,105,5
199,50,5
147,45,5
136,115,5
22,152,5
37,174,5
174,189,5
43,79,5
29,20,5
124,127,5
166,139,5
46,31,5
154,117,5
156,146,5
54,160,5
46,183,5
126,105,5
8,134,5
33,119,5
164,179,5
159,170,5
60,43,5
29,56,5
56,65,5
81,27,5
24,91,5
2,11,5
76,196,5
56,35,5
93,61,5
4,72,5
194,103,5
27,3,5
168,93,5
93,189,5
47,89,5
170,79,5
105,84,5
60,171,5
171,89,5
94,30,5
47,50,5
27,184,5
24,9,5
35,32,5
184,54,5
93,42,5
6,36,5
7,120,5
6,93,5
3,164,5
186,74,5
74,90,5
2,60,5
19,116,5
68,155,5
3,147,5
147,166,5
134,13,5
21,92,5
92,16,5
192,84,5
198,144,5
24,27,5
16,120,5
68,167,5
102,6,5
88,89,5
170,67,5
123,29,5
191,164,5
79,121,5
62,188,5
99,153,5
199,175,5
77,32,5
168,127,5
83,135,5
135,66,5
66,58,5
154,79,5
4,182,5
8,186,5
95,42,5
113,173,5
157,75,5
75,119,5
127,113,5
23,78,5
198,51,5
9,139,5
31,98,5
70,89,5
15,115,5
184,163,5
54,200,5
118,12,5
24,93,5
195,98,5
169,23,5
184,92,5
29,117,5
97,87,5
51,189,5
99,126,5
6,92,5
164,170,5
83,57,5
57,170,5
6,25,5
169,63,5
123,101,5
10,75,5
79,103,5
197,67,5
145,179,5
30,147,5
50,144,5
22,166,5
166,23,5
104,106,5
112,171,5
33,172,5
98,130,5
192,143,5
77,75,5
110,196,5
44,146,5
42,117,5
113,39,5
1,24,5
196,34,5
120,56,5
184,84,5
185,10,5
35,114,5
120,105,5
164,50,5
118,199,5
199,73,5
150,135,5
54,56,5
42,199,5
121,59,5
76,47,5
115,30,5
193,178,5
155,152,5
152,97,5
156,54,5
140,191,5
87,123,5
164,137,5
105,133,5
113,54,5
60,194,5
194,163,5
134,111,5
112,133,5
133,20,5
61,107,5
180,44,5
166,50,5
10,154,5
65,47,5
176,186,5
138,144,5
123,197,5
165,195,5
18,29,5
178,22,5
22,98,5
171,149,5
15,140,5
154,67,5
183,24,5
187,167,5
191,179,5
11,152,5
75,61,5
23,160,5
160,32,5
59,87,5
156,91,5
172,51,5
51,1,5
26,93,5
99,42,5
57,13,5
13,37,5
160,26,5
94,105,5
24,136,5
40,120,5
66,35,5
66,17,5
17,78,5
142,114,5
21,199,5
83,192,5
178,124,5
26,60,5
177,124,5
111,131,5
126,131,5
18,41,5
115,135,5
91,102,5
154,108,5
136,93,5
73,188,5
157,33,5
95,145,5
165,28,5
148,17,5
124,168,5
5,77,5
129,68,5
36,155,5
6,52,5
140,96,5
8,47,5
63,34,5
27,93,5
45,68,5
5,104,5
71,150,5
111,56,5
82,163,5
29,38,5
38,69,5
142,106,5
106,95,5
92,198,5
187,47,5
171,142,5
90,162,5
90,21,5
59,181,5
165,62,5
62,77,5
124,110,5
83,14,5
148,46,5
1,77,5
173,1,5
11,159,5
16,193,5
193,133,5
198,66,5
132,182,5
191,194,5
15,193,5
70,19,5
5,139,5
17,114,5
114,137,5
30,117,5
113,74,5
50,146,5
59,49,5
49,91,5
91,95,5
148,162,5
38,52,5
111,163,5
40,114,5
200,116,5
29,99,5
24,112,5
127,153,5
57,134,5
22,11,5
91,73,5
182,80,5
147,91,5
83,10,5
44,179,5
81,192,5
111,96,5
128,60,5
171,49,5
40,109,5
111,92,5
88,18,5
96,116,5
30,11,5
62,49,5
92,105,5
104,8,5
22,162,5
25,153,5
153,85,5
85,13,5
10,35,5
35,140,5
77,132,5
61,193,5
10,11,5
95,129,5
164,46,5
138,130,5
11,134,5
61,83,5
115,32,5
104,97,5
119,188,5
142,158,5
78,157,5
175,108,5
179,195,5
196,51,5
142,178,5
115,58,5
13,72,5
182,98,5
132,16,5
13,73,5
163,168,5
97,188,5
111,69,5
23,114,5
39,178,5
107,124,5
21,163,5
92,74,5
196,33,5
86,56,5
28,11,5
147,53,5
116,10,5
167,82,5
105,167,5
55,182,5
108,192,5
99,145,5
120,22,5
161,151,5
87,191,5
40,19,5
104,104,5
149,87,5
87,140,5
33,18,5
171,68,5
62,36,5
172,17,5
17,43,5
150,85,5
85,48,5
133,8,5
175,154,5
195,152,5
123,189,5
62,100,5
7,139,5
72,13,5
46,139,5
107,37,5
94,18,5
13,64,5
82,92,5
172,178,5
161,49,5
127,133,5
133,74,5
33,41,5
41,96,5
99,46,5
177,79,5
89,112,5
83,125,5
28,72,5
166,80,5
37,77,5
174,35,5
103,117,5
63,98,5
115,51,5
110,98,5
187,185,5
186,118,5
143,47,5
48,16,5
182,162,5
55,96,5
140,66,5
47,130,5
138,79,5
79,63,5
107,84,5
135,193,5
117,160,5
44,161,5
143,50,5
138,52,5
126,103,5
166,178,5
144,137,5
135,88,5
73,3,5
3,109,5
36,15,5
11,8,5
3,40,5
31,132,5
143,197,5
32,167,5
94,85,5
85,151,5
49,21,5
150,51,5
16,19,5
114,189,5
93,47,5
73,14,5
183,186,5
193,88,5
35,108,5
158,88,5
173,198,5
124,89,5
28,128,5
128,61,5
72,171,5
17,93,5
143,77,5
110,149,5
122,54,5
21,55,5
62,152,5
64,159,5
192,75,5
75,45,5
49,4,5
138,95,5
95,198,5
88,123,5
51,106,5
45,138,5
85,168,5
41,125,5
86,4,5
28,137,5
200,48,5
48,133,5
94,125,5
165,15,5
144,101,5
101,24,5
59,183,5
128,67,5
112,30,5
39,61,5
18,103,5
57,50,5
68,97,5
53,142,5
186,187,5
58,162,5
142,59,5
5,129,5
186,22,5
147,89,5
106,110,5
110,97,5
97,44,5
16,5,5
176,105,5
69,37,5
192,69,5
158,59,5
59,107,5
107,149,5
66,198,5
137,23,5
23,42,5
60,101,5
69,149,5
56,79,5
57,95,5
20,18,5
86,189,5
189,19,5
1,2,5
2,157,5
5,58,5
193,55,5
34,71,5
185,184,5
20,96,5
153,114,5
37,24,5
119,147,5
192,12,5
172,161,5
13,69,5
37,28,5
24,34,5
17,116,5
49,160,5
180,187,5
196,69,5
85,60,5
116,33,5
117,167,5
71,89,5
167,118,5
141,23,5
190,3,5
111,182,5
69,70,5
70,133,5
126,170,5
200,162,5
48,123,5
198,82,5
76,8,5
102,66,5
151,200,5
7,144,5
48,188,5
188,195,5
159,179,5
160,145,5
194,102,5
170,123,5
139,168,5
63,115,5
69,16,5
82,47,5
52,174,5
64,60,5
91,62,5
173,102,5
78,37,5
100,146,5
27,25,5
193,86,5
79,114,5
167,177,5
90,123,5
123,103,5
190,11,5
84,173,5
126,47,5
47,51,5
78,142,5
145,168,5
97,58,5
28,167,5
157,110,5
35,112,5
138,72,5
41,67,5
55,40,5
14,99,5
55,99,5
160,139,5
182,200,5
125,189,5
155,58,5
58,4,5
4,180,5
162,167,5
124,132,5
78,152,5
200,50,5
48,33,5
42,195,5
195,7,5
147,97,5
78,3,5
174,63,5
162,112,5
187,196,5
122,87,5
198,50,5
25,47,5
8,95,5
106,58,5
152,54,5
89,188,5
88,27,5
172,92,5
89,38,5
3,68,5
123,89,5
84,127,5
121,42,5
160,111,5
24,106,5
75,13,5
93,138,5
162,64,5
179,129,5
83,43,5
132,85,5
108,82,5
124,56,5
56,169,5
159,193,5
30,143,5
121,69,5
198,22,5
160,75,5
173,29,5
12,95,5
80,91,5
152,171,5
41,153,5
66,122,5
139,20,5
31,79,5
79,111,5
185,170,5
168,174,5
97,65,5
87,55,5
148,173,5
9,173,5
74,8,5
8,63,5
134,105,5
116,44,5
152,174,5
62,3,5
3,134,5
134,79,5
116,14,5
165,126,5
100,122,5
169,68,5
186,178,5
178,32,5
48,127,5
11,75,5
55,19,5
109,172,5
46,60,5
155,173,5
95,58,5
162,126,5
64,148,5
77,168,5
184,51,5
51,14,5
143,103,5
25,160,5
152,53,5
137,125,5
160,200,5
76,6,5
133,43,5
153,6,5
129,112,5
171,183,5
88,126,5
160,6,5
56,2,5
195,46,5
188,34,5
23,108,5
179,152,5
96,148,5
181,172,5
182,15,5
119,156,5
158,124,5
58,53,5
141,130,5
142,184,5
104,98,5
119,145,5
25,17,5
108,177,5
10,68,5
55,137,5
138,174,5
116,78,5
81,134,5
191,60,5
8,65,5
79,59,5
8,79,5
184,78,5
81,166,5
81,50,5
166,36,5
81,126,5
36,156,5
200,55,5
104,197,5
75,11,5
73,185,5
104,51,5
134,56,5
110,36,5
143,93,5
155,101,5
46,178,5
28,23,5
94,200,5
99,190,5
190,192,5
74,34,5
81,145,5
47,177,5
16,18,5
56,63,5
185,152,5
152,28,5
172,133,5
11,73,5
135,59,5
163,84,5
90,156,5
28,5,5
13,20,5
52,53,5
43,53,5
29,78,5
107,131,5
17,97,5
86,159,5
16,51,5
11,13,5
137,137,5
162,104,5
150,181,5
139,153,5
168,42,5
157,154,5
161,134,5
5,61,5
70,145,5
108,136,5
115,1,5
159,25,5
159,119,5
10,191,5
196,163,5
66,92,5
90,104,5
120,93,5
18,84,5
135,58,5
41,75,5
164,57,5
149,181,5
29,45,5
53,187,5
69,52,5
195,32,5
112,153,5
57,45,5
119,169,5
4,70,5
9,143,5
181,28,5
28,45,5
45,105,5
39,126,5
174,103,5
25,132,5
176,188,5
145,53,5
160,127,5
22,114,5
119,179,5
81,154,5
78,55,5
43,169,5
65,77,5
12,82,5
111,24,5
12,56,5
155,96,5
79,62,5
184,199,5
58,199,5
100,193,5
99,122,5
8,171,5
159,124,5
140,72,5
93,194,5
194,181,5
56,188,5
125,180,5
132,31,5
36,131,5
195,28,5
56,21,5
51,142,5
104,172,5
84,192,5
177,46,5
48,136,5
163,158,5
88,66,5
93,158,5
143,64,5
59,165,5
76,163,5
123,177,5
134,110,5
54,94,5
8,40,5
122,68,5
62,40,5
66,162,5
45,60,5
50,199,5
100,93,5
192,81,5
81,123,5
181,44,5
132,191,5
191,112,5
150,53,5
177,74,5
164,185,5
98,165,5
184,142,5
90,65,5
117,170,5
116,172,5
95,85,5
197,28,5
150,162,5
148,8,5
98,175,5
5,106,5
121,192,5
150,66,5
172,144,5
144,90,5
134,106,5
183,129,5
26,83,5
192,90,5
105,168,5
180,169,5
144,27,5
116,59,5
1,42,5
79,88,5
157,187,5
52,68,5
182,12,5
12,186,5
186,92,5
35,90,5
197,68,5
152,57,5
42,77,5
9,28,5
19,93,5
10,38,5
184,6,5
77,153,5
111,170,5
39,52,5
182,107,5
83,49,5
182,101,5
8,30,5
23,105,5
96,42,5
140,116,5
87,99,5
65,24,5
5,142,5
173,9,5
152,23,5
68,140,5
160,52,5
183,81,5
128,27,5
181,111,5
57,135,5
4,27,5
14,104,5
196,157,5
45,3,5
116,164,5
110,103,5
157,127,5
127,114,5
151,97,5
116,68,5
168,183,5
154,54,5
103,88,5
27,138,5
35,87,5
1,107,5
153,148,5
93,137,5
171,92,5
167,77,5
44,189,5
105,137,5
137,97,5
35,53,5
111,22,5
167,3,5
133,99,5
191,73,5
132,159,5
159,93,5
18,9,5
100,45,5
101,22,5
11,17,5
42,12,5
85,1,5
1,90,5
27,122,5
109,163,5
163,98,5
154,94,5
16,141,5
15,117,5
169,187,5
54,87,5
71,18,5
32,60,5
188,1,5
66,187,5
187,39,5
189,34,5
146,65,5
171,72,5
36,144,5
26,157,5
69,189,5
173,133,5
49,62,5
86,103,5
193,117,5
159,166,5
67,124,5
6,76,5
67,185,5
16,95,5
161,82,5
82,69,5
126,140,5
181,192,5
111,104,5
30,158,5
44,133,5
89,99,5
90,135,5
107,165,5
158,10,5
39,134,5
99,189,5
84,120,5
116,112,5
77,57,5
3,113,5
135,170,5
53,97,5
65,105,5
37,190,5
51,80,5
12,130,5
117,185,5
51,187,5
98,51,5
143,193,5
2,55,5
15,50,5
133,197,5
138,80,5
165,198,5
131,186,5
22,8,5
8,165,5
132,37,5
139,40,5
94,140,5
140,93,5
23,172,5
96,22,5
22,106,5
40,158,5
179,101,5
174,123,5
80,176,5
11,5,5
181,148,5
140,168,5
77,68,5
101,136,5
188,28,5
28,62,5
59,80,5
194,200,5
115,148,5
6,96,5
199,163,5
82,64,5
189,51,5
2,29,5
147,136,5
145,106,5
119,12,5
12,100,5
10,54,5
150,14,5
73,61,5
39,10,5
154,60,5
11,178,5
154,36,5
65,100,5
54,104,5
120,24,5
45,86,5
11,47,5
20,174,5
151,92,5
2,166,5
80,50,5
138,29,5
15,118,5
154,14,5
113,71,5
163,15,5
99,133,5
135,164,5
176,192,5
169,141,5
97,45,5
187,95,5
155,26,5
136,19,5
154,135,5
131,1,5
121,53,5
53,192,5
134,171,5
14,90,5
53,79,5
37,143,5
26,153,5
127,87,5
46,88,5
168,136,5
151,141,5
150,168,5
111,165,5
182,159,5
72,3,5
137,20,5
117,122,5
140,138,5
197,82,5
175,57,5
126,33,5
127,32,5
136,35,5
172,179,5
99,107,5
193,128,5
183,89,5
56,141,5
155,55,5
108,75,5
106,136,5
122,184,5
91,68,5
7,40,5
131,114,5
25,89,5
89,26,5
35,150,5
140,178,5
33,135,5
91,44,5
9,86,5
136,193,5
192,93,5
125,10,5
7,52,5
15,87,5
117,76,5
177,130,5
130,56,5
92,14,5
169,75,5
169,190,5
38,159,5
31,89,5
147,169,5
119,22,5
19,80,5
107,42,5
122,156,5
187,148,5
23,53,5
37,36,5
29,199,5
45,160,5
148,111,5
83,173,5
169,36,5
131,156,5
185,100,5
100,81,5
146,192,5
41,172,5
147,59,5
159,86,5
127,188,5
188,47,5
31,158,5
72,112,5
133,63,5
120,41,5
186,88,5
7,5,5
92,196,5
97,148,5
148,35,5
181,118,5
74,7,5
100,58,5
127,195,5
41,58,5
122,18,5
182,8,5
8,188,5
177,78,5
7,34,5
119,138,5
169,130,5
36,161,5
138,68,5
145,131,5
33,127,5
71,31,5
53,86,5
74,55,5
105,40,5
51,81,5
198,158,5
159,34,5
137,27,5
107,2,5
182,62,5
166,158,5
192,66,5
139,14,5
29,189,5
77,141,5
128,23,5
86,73,5
73,69,5
193,75,5
198,179,5
163,29,5
166,184,5
104,24,5
104,177,5
119,2,5
196,102,5
146,113,5
55,4,5
7,66,5
34,135,5
13,29,5
143,125,5
187,157,5
190,101,5
141,109,5
104,105,5
195,130,5
69,154,5
192,163,5
12,109,5
56,43,5
200,92,5
92,2,5
78,121,5
57,116,5
86,87,5
104,1,5
79,167,5
161,34,5
146,169,5
126,41,5
149,50,5
22,9,5
103,12,5
165,142,5
172,9,5
155,160,5
141,169,5
103,15,5
15,160,5
131,171,5
135,79,5
63,29,5
53,182,5
112,116,5
78,31,5
136,183,5
77,35,5
113,172,5
93,199,5
128,185,5
185,79,5
108,16,5
68,131,5
151,74,5
111,196,5
42,42,5
22,47,5
102,36,5
5,170,5
101,149,5
27,189,5
156,16,5
7,26,5
21,148,5
169,144,5
15,74,5
95,21,5
56,176,5
156,104,5
5,164,5
115,157,5
198,177,5
32,194,5
194,40,5
3,9,5
62,43,5
167,37,5
71,138,5
41,117,5
187,146,5
74,137,5
141,144,5
46,141,5
68,164,5
171,29,5
80,156,5
132,51,5
179,135,5
11,142,5
178,172,5
192,29,5
17,128,5
184,122,5
26,162,5
153,14,5
8,167,5
70,134,5
174,107,5
54,197,5
128,132,5
48,48,5
173,71,5
125,58,5
158,111,5
28,17,5
118,39,5
145,37,5
182,106,5
186,49,5
71,4,5
28,148,5
186,85,5
114,149,5
48,173,5
150,21,5
6,32,5
149,54,5
54,178,5
95,18,5
14,110,5
110,158,5
171,182,5
158,130,5
13,76,5
47,84,5
27,159,5
85,124,5
38,54,5
154,89,5
119,55,5
139,113,5
38,172,5
3,30,5
146,184,5
62,126,5
187,60,5
106,118,5
162,196,5
31,37,5
71,60,5
112,9,5
193,108,5
36,128,5
11,139,5
123,132,5
132,104,5
17,4,5
94,52,5
57,18,5
83,63,5
126,85,5
145,93,5
66,152,5
134,142,5
106,52,5
78,196,5
59,43,5
91,164,5
160,80,5
141,197,5
178,68,5
93,191,5
21,70,5
81,125,5
42,96,5
143,106,5
13,151,5
